#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	641310	641825	+	OEJLDF_00633	17.9	4.9	PF02769.27|AIRS_C	PFAM:PF02769.27
contig_1	642541	643623	+	OEJLDF_00635	39.9	5.8	PF00561.26|Abhydrolase_1, PF12146.15|Hydrolase_4, PF12697.13|Abhydrolase_6	PFAM:PF00561.26, PFAM:PF12146.15, PFAM:PF12697.13
contig_1	646527	647066	-	OEJLDF_00640	19.4	6.9	PF01061.29|ABC2_membrane	PFAM:PF01061.29
contig_1	647048	647332	-	OEJLDF_00641	10.2	11.5		
contig_1	647329	647916	-	OEJLDF_00642	20.8	4.8		
contig_1	648000	648308	-	OEJLDF_00643	10.4	11.9	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	658009	658668	-	OEJLDF_00652	23.8	6.5		
contig_1	658789	659136	-	OEJLDF_00653	12.5	6.5	PF05239.21|PRC	PFAM:PF05239.21
contig_1	665330	665995	+	OEJLDF_00660	22.5	9.5		
contig_1	666012	666257	-	OEJLDF_00661	9.1	8.0	PF13482.12|RNase_H_2	PFAM:PF13482.12
contig_1	666268	667782	-	OEJLDF_00662	55.8	6.4		
contig_1	668792	669517	+	OEJLDF_00664	26.5	9.1	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_1	673087	673338	+	OEJLDF_00667	9.4	9.3		
contig_1	673335	674243	+	OEJLDF_00668	32.8	6.1		
contig_1	688487	689419	+	OEJLDF_00682	33.0	8.6	PF00361.26|Proton_antipo_M	PFAM:PF00361.26
contig_1	689386	690042	+	OEJLDF_00683	22.6	9.2	PF00361.26|Proton_antipo_M	PFAM:PF00361.26
contig_1	691163	691618	-	OEJLDF_00685	17.3	6.9		
contig_1	699974	700360	+	OEJLDF_00691	14.0	11.6		
contig_1	701439	701933	+	OEJLDF_00693	17.3	10.7		
contig_1	710226	711113	+	OEJLDF_00706	32.4	4.3	PF02357.24|NusG	PFAM:PF02357.24
contig_1	716168	716794	+	OEJLDF_00713	22.2	10.0		
contig_1	717120	718547	+	OEJLDF_00714	53.7	5.5	PF04561.19|RNA_pol_Rpb2_2	PFAM:PF04561.19
contig_1	720421	720594	+	OEJLDF_00716	6.4	4.1		
contig_1	724457	724585	+	OEJLDF_00718	4.5	4.1		
contig_1	729775	730752	-	OEJLDF_00723	36.1	9.2		
contig_1	730752	731204	-	OEJLDF_00724	16.6	9.0		
contig_1	733552	733776	-	OEJLDF_00727	8.9	9.1	PF13683.12|rve_3	PFAM:PF13683.12
contig_1	733734	734417	-	OEJLDF_00728	25.0	11.3	PF00665.32|rve	PFAM:PF00665.32
contig_1	734384	734545	-	OEJLDF_00729	5.9	11.7	PF13384.12|HTH_23, PF13518.12|HTH_28	PFAM:PF13384.12, PFAM:PF13518.12
contig_1	736325	736678	+	OEJLDF_00732	12.5	9.4		
contig_1	736675	736983	+	OEJLDF_00733	10.4	11.8		
contig_1	739676	740494	+	OEJLDF_00739	30.0	10.7	PF00189.25|Ribosomal_S3_C, PF07650.23|KH_2	PFAM:PF00189.25, PFAM:PF07650.23
contig_1	740500	740826	+	OEJLDF_00740	11.9	11.0	PF00252.24|Ribosomal_L16	PFAM:PF00252.24
contig_1	742986	743171	+	OEJLDF_00746	6.9	11.3		
contig_1	744314	744724	+	OEJLDF_00749	15.7	11.9		
contig_1	745332	745436	+	OEJLDF_00751	3.6	10.5	PF00327.25|Ribosomal_L30	PFAM:PF00327.25
contig_1	746316	746963	-	OEJLDF_00753	22.6	4.5	PF03358.20|FMN_red	PFAM:PF03358.20
contig_1	752156	752407	-	OEJLDF_00757	8.8	8.9		
contig_1	757518	757904	+	OEJLDF_00763	13.6	5.0	PF08044.16|DUF1707	PFAM:PF08044.16
contig_1	757935	758036	-	OEJLDF_00764	3.8	4.3		
contig_1	758063	758218	-	OEJLDF_00765	5.6	8.0		
contig_1	758889	759002	+	OEJLDF_00767	4.4	11.8	PF00444.23|Ribosomal_L36	PFAM:PF00444.23
contig_1	759675	760136	+	OEJLDF_00769	16.3	11.7		
contig_1	760842	760970	+	OEJLDF_00771	4.8	5.0		
contig_1	761090	761668	+	OEJLDF_00772	21.2	5.1	PF01000.31|RNA_pol_A_bac, PF01193.29|RNA_pol_L	PFAM:PF01000.31, PFAM:PF01193.29
contig_1	761611	761859	+	OEJLDF_00773	9.2	4.3	PF03118.21|RNA_pol_A_CTD	PFAM:PF03118.21
contig_1	761903	762490	+	OEJLDF_00774	21.4	9.6		
contig_1	762531	763643	+	OEJLDF_00775	41.0	11.6	PF13439.12|Glyco_transf_4, PF13579.12|Glyco_trans_4_4, PF13692.12|Glyco_trans_1_4	PFAM:PF13439.12, PFAM:PF13579.12, PFAM:PF13692.12
contig_1	763866	764951	-	OEJLDF_00776	37.8	5.3	PF03990.20|DUF348, PF06737.19|Transglycosylas, PF07501.17|G5	PFAM:PF03990.20, PFAM:PF06737.19, PFAM:PF07501.17
contig_1	765520	765852	-	OEJLDF_00778	12.3	6.3	PF00081.27|Sod_Fe_N	PFAM:PF00081.27
contig_1	768751	769308	-	OEJLDF_00781	19.1	5.2		
contig_1	769308	769517	-	OEJLDF_00782	7.4	10.8		
contig_1	772273	772824	-	OEJLDF_00785	18.3	4.7		
contig_1	784687	785367	-	OEJLDF_00797	23.2	11.7		
contig_1	785425	785631	+	OEJLDF_00798	7.2	7.7		
contig_1	785589	786260	+	OEJLDF_00799	22.3	7.7	PF01256.23|Carb_kinase	PFAM:PF01256.23
contig_1	786289	786642	-	OEJLDF_00800	12.9	10.5	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	786596	787432	-	OEJLDF_00801	29.8	11.7	PF13439.12|Glyco_transf_4, PF13579.12|Glyco_trans_4_4	PFAM:PF13439.12, PFAM:PF13579.12
contig_1	787710	789932	+	OEJLDF_00802	83.0	9.8	PF00270.35|DEAD	PFAM:PF00270.35
contig_1	796474	797481	+	OEJLDF_00809	37.0	5.0		
contig_1	797478	797921	+	OEJLDF_00810	16.4	4.3	PF00112.29|Peptidase_C1	PFAM:PF00112.29
contig_1	799925	800890	+	OEJLDF_00813	33.2	5.6	PF08241.18|Methyltransf_11	PFAM:PF08241.18
contig_1	800887	801294	+	OEJLDF_00814	14.4	11.4	PF18096.6|Thump_like	PFAM:PF18096.6
contig_1	801506	803476	+	OEJLDF_00815	71.3	8.7	PF00005.33|ABC_tran, PF00571.33|CBS	PFAM:PF00005.33, PFAM:PF00571.33
contig_1	805649	805777	+	OEJLDF_00818	4.7	4.9	PF00166.26|Cpn10	PFAM:PF00166.26
contig_1	808728	809054	+	OEJLDF_00821	12.0	8.1	PF00478.31|IMPDH	PFAM:PF00478.31
contig_1	809206	809772	+	OEJLDF_00822	20.6	5.0	PF00478.31|IMPDH	PFAM:PF00478.31
contig_1	810972	812288	+	OEJLDF_00825	45.8	4.6	PF13240.11|Zn_Ribbon_1, PF13248.11|Zn_ribbon_3	PFAM:PF13240.11, PFAM:PF13248.11
contig_1	812798	813082	-	OEJLDF_00826	9.9	4.8		
contig_1	813280	814026	+	OEJLDF_00827	26.5	5.1		
contig_1	814512	815108	+	OEJLDF_00828	20.1	4.7		
contig_1	815098	815793	+	OEJLDF_00829	23.9	8.9	PF01520.23|Amidase_3	PFAM:PF01520.23
contig_1	815790	816014	+	OEJLDF_00830	7.7	4.9		
contig_1	820100	820198	+	OEJLDF_00835	3.5	4.8		
contig_1	821815	822852	+	OEJLDF_00837	37.0	6.2	PF00356.27|LacI, PF00532.27|Peripla_BP_1, PF13377.12|Peripla_BP_3	PFAM:PF00356.27, PFAM:PF00532.27, PFAM:PF13377.12
contig_1	823096	824076	+	OEJLDF_00838	34.2	4.9	PF00532.27|Peripla_BP_1	PFAM:PF00532.27
contig_1	825493	825744	+	OEJLDF_00840	8.8	4.5		
contig_1	825741	826115	+	OEJLDF_00841	12.9	4.8		
contig_1	826115	826798	+	OEJLDF_00842	23.8	10.7		
contig_1	828230	829393	+	OEJLDF_00844	40.5	8.6	PF00117.34|GATase, PF02540.23|NAD_synthase, PF03054.22|tRNA_Me_trans, PF07722.19|Peptidase_C26	PFAM:PF00117.34, PFAM:PF02540.23, PFAM:PF03054.22, PFAM:PF07722.19
contig_1	829425	829667	+	OEJLDF_00845	8.9	5.0	PF00958.27|GMP_synt_C	PFAM:PF00958.27
contig_1	829556	829819	-	OEJLDF_00846	8.7	12.0		
contig_1	829872	830075	+	OEJLDF_00847	7.1	6.0		
contig_1	830147	830758	+	OEJLDF_00848	23.3	4.1	PF09234.15|DUF1963	PFAM:PF09234.15
contig_1	832050	832340	-	OEJLDF_00850	10.7	5.6	PF04024.17|PspC	PFAM:PF04024.17
contig_1	833922	834035	+	OEJLDF_00852	3.8	4.1		
contig_1	834310	834618	+	OEJLDF_00853	11.6	8.1	PF00196.25|GerE, PF04545.22|Sigma70_r4, PF08281.18|Sigma70_r4_2	PFAM:PF00196.25, PFAM:PF04545.22, PFAM:PF08281.18
contig_1	834855	835106	-	OEJLDF_00854	8.8	10.3		
contig_1	837510	838292	+	OEJLDF_00857	27.5	11.5		
contig_1	838262	838549	+	OEJLDF_00858	10.3	10.2		
contig_1	838546	839574	+	OEJLDF_00859	37.7	6.8	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_1	840793	841500	+	OEJLDF_00861	25.6	10.0	PF00580.27|UvrD-helicase, PF13245.12|AAA_19	PFAM:PF00580.27, PFAM:PF13245.12
contig_1	841476	841838	+	OEJLDF_00862	14.1	5.1	PF00580.27|UvrD-helicase, PF13245.12|AAA_19	PFAM:PF00580.27, PFAM:PF13245.12
contig_1	841835	843280	+	OEJLDF_00863	52.0	5.0	PF13361.12|UvrD_C, PF13538.12|UvrD_C_2, PF21196.3|PcrA_UvrD_tudor	PFAM:PF13361.12, PFAM:PF13538.12, PFAM:PF21196.3
contig_1	843571	843717	-	OEJLDF_00864	5.1	10.1		
contig_1	843826	844059	-	OEJLDF_00865	8.1	12.0		
contig_1	844159	845472	+	OEJLDF_00866	45.4	10.2	PF00551.24|Formyl_trans_N	PFAM:PF00551.24
contig_1	848087	848410	+	OEJLDF_00869	11.4	11.8		
contig_1	851100	851441	-	OEJLDF_00872	11.9	11.3		
contig_1	851438	851998	-	OEJLDF_00873	19.3	6.3		
contig_1	852159	852842	-	OEJLDF_00874	24.2	10.4		
contig_1	852891	853919	+	OEJLDF_00875	37.0	4.5	PF00571.33|CBS, PF03471.22|CorC_HlyC	PFAM:PF00571.33, PFAM:PF03471.22
contig_1	855419	856102	+	OEJLDF_00877	22.9	8.4		
contig_1	856120	856482	+	OEJLDF_00878	11.6	4.2		
contig_1	857662	858177	+	OEJLDF_00880	19.1	4.5		
contig_1	858252	859184	-	OEJLDF_00881	33.2	4.5	PF00378.25|ECH_1, PF16113.10|ECH_2	PFAM:PF00378.25, PFAM:PF16113.10
contig_1	862543	862830	+	OEJLDF_00884	10.5	11.8		
contig_1	862994	863449	-	OEJLDF_00885	17.0	8.9		
contig_1	863622	863987	-	OEJLDF_00886	13.9	6.9	PF09278.17|MerR-DNA-bind	PFAM:PF09278.17
contig_1	864504	864674	+	OEJLDF_00888	5.7	4.7		
contig_1	865174	865404	+	OEJLDF_00889	8.3	5.3		
contig_1	865805	866107	-	OEJLDF_00890	11.1	9.4	PF13508.13|Acetyltransf_7, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13673.13
contig_1	866745	866990	+	OEJLDF_00891	8.1	7.7		
contig_1	868454	869428	-	OEJLDF_00893	35.5	8.9		
contig_1	869444	870238	-	OEJLDF_00894	27.7	5.0	PF09972.14|DUF2207	PFAM:PF09972.14
contig_1	873404	874264	+	OEJLDF_00896	30.2	5.0	PF02775.26|TPP_enzyme_C	PFAM:PF02775.26
contig_1	878800	879015	-	OEJLDF_00902	7.9	9.8		
contig_1	879296	879775	+	OEJLDF_00903	16.2	5.5		
contig_1	879866	880366	-	OEJLDF_00904	18.1	5.0	PF00293.34|NUDIX	PFAM:PF00293.34
contig_1	884569	885030	-	OEJLDF_00909	16.3	10.5		
contig_1	885124	886206	-	OEJLDF_00910	37.8	10.6		
contig_1	887314	887769	+	OEJLDF_00912	16.6	10.3		
contig_1	893082	893258	+	OEJLDF_00920	6.4	4.9	PF17769.7|PurK_C	PFAM:PF17769.7
contig_1	893849	894022	-	OEJLDF_00922	6.0	4.4		
contig_1	896408	897331	+	OEJLDF_00925	31.9	11.0		SO:0001217, UniRef:UniRef50_A0A0A8QH04
contig_1	897361	897489	+	OEJLDF_00926	4.4	4.1		
contig_1	898279	902874	+	OEJLDF_00928	158.1	8.7	PF18986.5|DUF5719	PFAM:PF18986.5
contig_1	903486	903986	+	OEJLDF_00930	17.9	8.9		
contig_1	904461	904916	+	OEJLDF_00931	16.0	5.0	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_1	905185	905994	+	OEJLDF_00933	27.6	5.0		
contig_1	905988	906200	+	OEJLDF_00934	7.6	5.6		
contig_1	910695	911576	+	OEJLDF_00939	32.0	5.2	PF02446.23|Glyco_hydro_77, PF21226.3|MalQ_N	PFAM:PF02446.23, PFAM:PF21226.3
contig_1	911615	912883	+	OEJLDF_00940	47.1	5.1	PF02446.23|Glyco_hydro_77	PFAM:PF02446.23
contig_1	912880	913368	+	OEJLDF_00941	17.7	10.0	PF18374.6|Enolase_like_N	PFAM:PF18374.6
contig_1	913320	914003	+	OEJLDF_00942	23.5	7.0	PF13378.12|MR_MLE_C	PFAM:PF13378.12
contig_1	914000	914851	+	OEJLDF_00943	29.3	9.5	PF02776.23|TPP_enzyme_N	PFAM:PF02776.23
contig_1	914908	915654	+	OEJLDF_00944	25.7	6.1	PF02775.26|TPP_enzyme_C	PFAM:PF02775.26
contig_1	924673	925281	+	OEJLDF_00952	22.7	4.6	PF09438.15|DUF2017	PFAM:PF09438.15, SO:0001217, UniRef:UniRef50_D7GCM7
contig_1	926342	926926	+	OEJLDF_00954	21.3	10.4	PF01138.27|RNase_PH	PFAM:PF01138.27
contig_1	926878	927102	+	OEJLDF_00955	7.9	4.1	PF03725.20|RNase_PH_C	PFAM:PF03725.20
contig_1	927907	928251	+	OEJLDF_00957	12.7	6.9	PF00303.24|Thymidylat_synt	PFAM:PF00303.24
contig_1	928833	929204	+	OEJLDF_00959	13.4	10.6	PF00186.24|DHFR_1	PFAM:PF00186.24
contig_1	929171	929434	+	OEJLDF_00960	9.5	4.4	PF00186.24|DHFR_1	PFAM:PF00186.24
contig_1	929721	930428	-	OEJLDF_00962	24.4	11.9		
contig_1	936193	936456	-	OEJLDF_00966	9.0	9.8		
contig_1	937943	938788	+	OEJLDF_00968	30.2	5.2	PF00590.25|TP_methylase	PFAM:PF00590.25
contig_1	941438	942169	+	OEJLDF_00970	26.0	4.9	PF01903.22|CbiX	PFAM:PF01903.22
contig_1	942274	942678	+	OEJLDF_00971	14.7	8.0	PF13241.12|NAD_binding_7	PFAM:PF13241.12
contig_1	943999	944256	-	OEJLDF_00973	8.7	4.8		
contig_1	944419	944652	-	OEJLDF_00974	8.3	4.9		
contig_1	945412	945609	-	OEJLDF_00976	6.8	6.0		
contig_1	945651	945962	-	OEJLDF_00977	11.0	6.8		
contig_1	949611	949757	-	OEJLDF_00985	5.3	4.6		
contig_1	959365	960810	+	OEJLDF_00994	50.9	10.2	PF00350.29|Dynamin_N	PFAM:PF00350.29
contig_1	960810	961211	+	OEJLDF_00995	13.6	4.7		
contig_1	961208	962062	+	OEJLDF_00996	30.5	6.0	PF00350.29|Dynamin_N	PFAM:PF00350.29
contig_1	962037	962852	+	OEJLDF_00997	28.6	11.4		
contig_1	962849	963577	+	OEJLDF_00998	26.5	8.6		
contig_1	963727	964278	+	OEJLDF_00999	19.8	5.9	PF00436.31|SSB	PFAM:PF00436.31
contig_1	967915	968295	+	OEJLDF_01003	13.1	4.6		
contig_1	968816	969433	+	OEJLDF_01004	21.8	6.4	PF00391.29|PEP-utilizers	PFAM:PF00391.29
contig_1	969420	970142	-	OEJLDF_01005	27.7	7.2		
contig_1	973001	974893	-	OEJLDF_01007	68.2	6.4	PF02754.22|CCG, PF02913.24|FAD-oxidase_C, PF13183.11|Fer4_8, PF13534.11|Fer4_17	PFAM:PF02754.22, PFAM:PF02913.24, PFAM:PF13183.11, PFAM:PF13534.11
contig_1	975201	975827	-	OEJLDF_01008	21.7	6.7	PF01565.28|FAD_binding_4	PFAM:PF01565.28
contig_1	976569	976922	+	OEJLDF_01010	12.9	4.4		
contig_1	976867	978357	+	OEJLDF_01011	55.4	6.1	PF23562.2|AMP-binding_C_3	PFAM:PF23562.2
contig_1	978341	978622	-	OEJLDF_01012	10.0	10.2		
contig_1	978760	979206	+	OEJLDF_01013	16.6	9.3	PF03061.28|4HBT, PF13279.12|4HBT_2, PF20791.3|Acyl-ACP_TE_C	PFAM:PF03061.28, PFAM:PF13279.12, PFAM:PF20791.3
contig_1	981226	981795	-	OEJLDF_01016	19.8	5.6	PF03446.21|NAD_binding_2	PFAM:PF03446.21
contig_1	982238	984610	-	OEJLDF_01017	87.1	4.8	PF01433.26|Peptidase_M1, PF11838.14|ERAP1_C, PF17900.6|Peptidase_M1_N	PFAM:PF01433.26, PFAM:PF11838.14, PFAM:PF17900.6
contig_1	990608	990772	+	OEJLDF_01023	6.3	10.7	PF13384.12|HTH_23, PF13518.12|HTH_28, PF13542.12|HTH_Tnp_ISL3	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13542.12
contig_1	991591	992010	-	OEJLDF_01025	14.5	4.7		
contig_1	992169	993143	-	OEJLDF_01026	34.4	5.2		
contig_1	993378	993569	-	OEJLDF_01027	6.8	11.8		
contig_1	993702	994010	+	OEJLDF_01028	10.5	12.0		
contig_1	994744	996015	+	OEJLDF_01031	46.9	4.4	PF00254.34|FKBP_C	PFAM:PF00254.34
contig_1	995957	996328	+	OEJLDF_01032	12.6	9.3		
contig_1	1002157	1002501	-	OEJLDF_01038	12.4	11.2		SO:0001217, UniRef:UniRef50_A0A375I2Y1
contig_1	1017017	1017598	-	OEJLDF_01050	20.0	6.0		
contig_1	1017776	1018030	+	OEJLDF_01051	9.0	10.7		
contig_1	1019584	1020039	+	OEJLDF_01053	16.7	6.9	PF01047.28|MarR	PFAM:PF01047.28
contig_1	1020103	1020426	+	OEJLDF_01054	12.0	10.1		
contig_1	1020423	1020854	+	OEJLDF_01055	15.3	5.1		
contig_1	1020915	1021601	-	OEJLDF_01056	23.1	11.1		
contig_1	1021634	1023892	+	OEJLDF_01057	83.0	5.9		
contig_1	1024089	1024253	+	OEJLDF_01058	5.8	10.0		
contig_1	1024222	1024437	+	OEJLDF_01059	7.9	10.1		
contig_1	1025591	1026463	+	OEJLDF_01062	32.4	4.9	PF09269.16|DUF1967	PFAM:PF09269.16
contig_1	1027658	1028395	+	OEJLDF_01064	26.9	9.1		
contig_1	1029650	1030420	+	OEJLDF_01066	28.0	5.1	PF01467.32|CTP_transf_like	PFAM:PF01467.32
contig_1	1030417	1030800	+	OEJLDF_01067	14.1	4.6		
contig_1	1030800	1031408	+	OEJLDF_01068	21.6	5.3	PF00300.27|His_Phos_1	PFAM:PF00300.27
contig_1	1033241	1033981	-	OEJLDF_01072	25.3	5.1		
contig_1	1034150	1034785	+	OEJLDF_01073	22.4	5.9		
contig_1	1034848	1035207	+	OEJLDF_01074	13.3	8.5		
contig_1	1042270	1042911	-	OEJLDF_01079	23.3	12.0		
contig_1	1042868	1043578	-	OEJLDF_01080	25.0	11.7		
contig_1	1043620	1044636	+	OEJLDF_01081	34.7	5.8	PF00753.33|Lactamase_B	PFAM:PF00753.33
contig_1	1044605	1044703	+	OEJLDF_01082	3.7	11.4		
contig_1	1045066	1045782	+	OEJLDF_01083	25.5	10.5	PF21694.2|DNA_pol3_delta_C	PFAM:PF21694.2
contig_1	1045826	1046488	-	OEJLDF_01084	24.3	11.5		
contig_1	1049067	1049831	+	OEJLDF_01088	28.8	6.3	PF00679.30|EFG_C	PFAM:PF00679.30
contig_1	1052087	1052863	+	OEJLDF_01091	27.9	5.3		
contig_1	1056087	1056479	-	OEJLDF_01095	14.9	9.5		
contig_1	1056515	1057261	+	OEJLDF_01096	23.8	4.4		
contig_1	1057236	1057463	+	OEJLDF_01097	8.2	9.0		
contig_1	1060703	1061152	+	OEJLDF_01101	15.9	10.8		
contig_1	1065797	1066348	+	OEJLDF_01106	19.9	9.7	PF00350.29|Dynamin_N, PF02421.24|FeoB_N, PF03193.22|RsgA_GTPase, PF04548.22|AIG1, PF10662.15|PduV-EutP	PFAM:PF00350.29, PFAM:PF02421.24, PFAM:PF03193.22, PFAM:PF04548.22, PFAM:PF10662.15
contig_1	1066333	1066740	+	OEJLDF_01107	15.4	5.4	PF07650.23|KH_2	PFAM:PF07650.23
contig_1	1066790	1067398	+	OEJLDF_01108	22.3	5.3		SO:0001217, UniRef:UniRef50_A0A1H9Q6B8
contig_1	1067509	1067643	+	OEJLDF_01109	4.7	9.9		
contig_1	1071506	1071751	-	OEJLDF_01112	9.4	5.1	PF04343.18|DUF488, PF22751.1|DUF488-N3a, PF22752.1|DUF488-N3i	PFAM:PF04343.18, PFAM:PF22751.1, PFAM:PF22752.1
contig_1	1076941	1077105	-	OEJLDF_01118	6.3	10.7	PF13384.12|HTH_23, PF13518.12|HTH_28, PF13542.12|HTH_Tnp_ISL3	PFAM:PF13384.12, PFAM:PF13518.12, PFAM:PF13542.12
contig_1	1080970	1082223	+	OEJLDF_01125	45.4	4.8	PF02286.21|Dehydratase_LU	PFAM:PF02286.21
contig_1	1082193	1082630	+	OEJLDF_01126	16.2	5.1	PF02286.21|Dehydratase_LU	PFAM:PF02286.21
contig_1	1083902	1084351	+	OEJLDF_01129	15.6	5.5	PF18427.7|DDR_swiveling	PFAM:PF18427.7
contig_1	1084302	1084637	+	OEJLDF_01130	11.9	5.5	PF18427.7|DDR_swiveling	PFAM:PF18427.7
contig_1	1084613	1085716	+	OEJLDF_01131	39.3	5.5		
contig_1	1085713	1086057	+	OEJLDF_01132	12.3	5.3	PF02288.20|Dehydratase_MU	PFAM:PF02288.20
contig_1	1086074	1086691	+	OEJLDF_01133	20.4	4.9	PF00936.24|BMC	PFAM:PF00936.24
contig_1	1089170	1090261	+	OEJLDF_01138	38.5	6.2	PF01923.23|Cob_adeno_trans	PFAM:PF01923.23
contig_1	1093285	1093953	-	OEJLDF_01142	23.7	6.0		
contig_1	1093923	1094291	-	OEJLDF_01143	12.7	9.5		
contig_1	1094293	1094811	-	OEJLDF_01144	18.9	6.5	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	1095175	1095843	-	OEJLDF_01145	24.0	4.7		
contig_1	1101618	1102475	+	OEJLDF_01150	30.7	10.2	PF00293.34|NUDIX, PF21906.2|NrtR_WHD	PFAM:PF00293.34, PFAM:PF21906.2
contig_1	1109448	1109978	-	OEJLDF_01157	20.5	8.8		
contig_1	1110729	1111541	+	OEJLDF_01158	28.0	7.0	PF00070.33|Pyr_redox, PF07992.20|Pyr_redox_2	PFAM:PF00070.33, PFAM:PF07992.20
contig_1	1112747	1113607	-	OEJLDF_01160	29.8	8.5		
contig_1	1114901	1115158	+	OEJLDF_01162	9.1	10.2		
contig_1	1115243	1115962	+	OEJLDF_01163	26.0	9.8	PF01882.25|DUF58	PFAM:PF01882.25
contig_1	1117897	1118250	+	OEJLDF_01166	12.9	7.0		
contig_1	1118316	1118423	+	OEJLDF_01167	3.6	4.1		
contig_1	1118420	1118647	+	OEJLDF_01168	8.0	4.8		
contig_1	1120825	1121319	+	OEJLDF_01170	18.1	5.3		
contig_1	1122581	1122760	-	OEJLDF_01172	6.3	4.9	PF00109.32|ketoacyl-synt	PFAM:PF00109.32
contig_1	1123124	1123555	-	OEJLDF_01174	15.2	5.0	PF08541.16|ACP_syn_III_C	PFAM:PF08541.16
contig_1	1123531	1124127	-	OEJLDF_01175	20.9	5.4	PF00108.29|Thiolase_N, PF08545.16|ACP_syn_III	PFAM:PF00108.29, PFAM:PF08545.16
contig_1	1125244	1126050	-	OEJLDF_01177	28.5	6.1	PF13556.12|HTH_30, PF17853.6|GGDEF_2	PFAM:PF13556.12, PFAM:PF17853.6
contig_1	1126141	1126596	+	OEJLDF_01178	16.5	12.0		
contig_1	1126543	1127118	-	OEJLDF_01179	21.0	5.7	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_1	1127118	1127738	-	OEJLDF_01180	21.5	5.5	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_1	1129405	1130739	+	OEJLDF_01182	49.1	5.5	PF17831.6|PDH_E1_M, PF22613.1|Transketolase_C_1	PFAM:PF17831.6, PFAM:PF22613.1
contig_1	1130702	1130836	+	OEJLDF_01183	4.8	11.6		
contig_1	1130969	1131220	+	OEJLDF_01184	9.4	5.6		
contig_1	1131301	1131690	-	OEJLDF_01185	14.2	10.7	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	1132084	1133091	-	OEJLDF_01186	37.6	10.9		
contig_1	1133341	1133793	+	OEJLDF_01187	16.9	4.9	PF00011.27|HSP20	PFAM:PF00011.27
contig_1	1139127	1139588	-	OEJLDF_01193	16.6	5.3	PF09424.15|YqeY	PFAM:PF09424.15
contig_1	1142590	1143198	+	OEJLDF_01197	21.7	5.5		
contig_1	1143625	1143972	+	OEJLDF_01198	11.9	5.4	PF01551.29|Peptidase_M23	PFAM:PF01551.29
contig_1	1144156	1145055	+	OEJLDF_01199	31.8	8.7	PF09972.14|DUF2207	PFAM:PF09972.14
contig_1	1145485	1146105	+	OEJLDF_01200	21.1	6.3		
contig_1	1148175	1148432	+	OEJLDF_01204	8.9	5.0		
contig_1	1148396	1148740	+	OEJLDF_01205	12.1	4.6		
contig_1	1149698	1150123	+	OEJLDF_01207	14.6	7.6		
contig_1	1150260	1150505	+	OEJLDF_01208	8.6	11.6	PF00156.33|Pribosyltran	PFAM:PF00156.33
contig_1	1154391	1154933	-	OEJLDF_01211	19.6	10.1		SO:0001217, UniRef:UniRef50_A0A2C7ZV50
contig_1	1155014	1155523	+	OEJLDF_01212	17.6	4.5		
contig_1	1155525	1155728	+	OEJLDF_01213	7.2	4.6		
contig_1	1155650	1155811	-	OEJLDF_01214	5.1	11.8		
contig_1	1155787	1156314	-	OEJLDF_01215	19.0	6.2		
contig_1	1156723	1157277	+	OEJLDF_01216	19.3	6.3		
contig_1	1157246	1158022	+	OEJLDF_01217	28.5	7.7		
contig_1	1158019	1158417	+	OEJLDF_01218	14.4	5.9		
contig_1	1160336	1161091	+	OEJLDF_01220	26.9	4.8	PF13794.12|MiaE_2	PFAM:PF13794.12
contig_1	1161278	1161562	-	OEJLDF_01221	10.1	4.9		
contig_1	1161513	1162490	-	OEJLDF_01222	34.3	9.5		
contig_1	1166570	1168360	+	OEJLDF_01225	64.3	5.0	PF00580.27|UvrD-helicase, PF13245.12|AAA_19, PF13361.12|UvrD_C, PF13604.12|AAA_30	PFAM:PF00580.27, PFAM:PF13245.12, PFAM:PF13361.12, PFAM:PF13604.12
contig_1	1168357	1169925	+	OEJLDF_01226	56.6	5.0	PF12705.13|PDDEXK_1, PF13361.12|UvrD_C, PF13538.12|UvrD_C_2	PFAM:PF12705.13, PFAM:PF13361.12, PFAM:PF13538.12
contig_1	1170877	1171410	-	OEJLDF_01228	19.3	11.2	PF13538.12|UvrD_C_2	PFAM:PF13538.12
