#Annotated with Bakta v1.11.3, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	547868	549481	-	CNGMIB_00581	58.0	9.7	PF01580.24|FtsK_SpoIIIE, PF13491.11|FtsK_4TM, PF17854.6|FtsK_alpha	PFAM:PF01580.24, PFAM:PF13491.11, PFAM:PF17854.6
contig_1	549583	549840	+	CNGMIB_00582	8.7	7.9		
contig_1	550707	551195	-	CNGMIB_00584	18.6	6.3	PF14278.11|TetR_C_8	PFAM:PF14278.11
contig_1	551549	551704	+	CNGMIB_00585	5.7	4.4		
contig_1	551683	552543	+	CNGMIB_00586	31.7	9.4		SO:0001217, UniRef:UniRef50_D4M1H5
contig_1	553783	554232	-	CNGMIB_00588	16.2	9.3		
contig_1	554229	554585	-	CNGMIB_00589	13.2	11.4		
contig_1	556166	556576	-	CNGMIB_00592	14.4	5.9		
contig_1	563891	563980	+	CNGMIB_00601	3.1	6.5		
contig_1	564143	564730	+	CNGMIB_00602	20.8	5.0		
contig_1	569178	569954	+	CNGMIB_00607	27.6	11.3		
contig_1	569766	570593	-	CNGMIB_00608	28.0	11.6		
contig_1	576433	576762	+	CNGMIB_00613	11.7	5.1	PF08282.18|Hydrolase_3	PFAM:PF08282.18
contig_1	576803	576982	-	CNGMIB_00614	6.4	4.2	PF19279.4|YegS_C	PFAM:PF19279.4
contig_1	578374	578739	-	CNGMIB_00616	12.8	6.4	PF19279.4|YegS_C	PFAM:PF19279.4
contig_1	584792	585388	-	CNGMIB_00623	19.1	6.5	PF00254.34|FKBP_C	PFAM:PF00254.34
contig_1	586274	587029	-	CNGMIB_00625	26.3	4.5		
contig_1	587921	588142	-	CNGMIB_00627	8.1	6.1		
contig_1	590186	590437	-	CNGMIB_00630	9.2	4.6		
contig_1	592679	593086	-	CNGMIB_00633	14.1	5.8		
contig_1	593052	594368	-	CNGMIB_00634	46.9	4.9	PF13476.12|AAA_23	PFAM:PF13476.12
contig_1	595350	595589	-	CNGMIB_00636	8.3	4.2		
contig_1	599088	599879	-	CNGMIB_00641	28.8	4.3		
contig_1	599954	600883	-	CNGMIB_00642	32.5	11.7		
contig_1	606892	607512	-	CNGMIB_00646	22.1	5.5	PF01479.30|S4, PF22421.1|SYY_C-terminal	PFAM:PF01479.30, PFAM:PF22421.1
contig_1	607509	608159	-	CNGMIB_00647	23.9	5.9		
contig_1	608287	609078	-	CNGMIB_00648	28.1	4.7	PF00206.25|Lyase_1, PF14698.11|ASL_C2	PFAM:PF00206.25, PFAM:PF14698.11
contig_1	619841	620017	-	CNGMIB_00657	6.1	11.2		
contig_1	621567	622295	-	CNGMIB_00661	27.6	9.4	PF00707.27|IF3_C, PF05198.21|IF3_N	PFAM:PF00707.27, PFAM:PF05198.21
contig_1	622601	623062	+	CNGMIB_00662	16.3	12.0		
contig_1	624515	625333	+	CNGMIB_00665	30.4	7.9		
contig_1	630257	630580	+	CNGMIB_00671	11.1	10.0		
contig_1	630627	631124	+	CNGMIB_00672	17.0	7.8		
contig_1	632546	632932	-	CNGMIB_00674	13.8	5.2		
contig_1	634221	634961	+	CNGMIB_00676	25.8	11.6		
contig_1	634840	635577	-	CNGMIB_00677	25.7	6.3		
contig_1	635574	636104	-	CNGMIB_00678	19.0	10.1	PF01078.27|Mg_chelatase	PFAM:PF01078.27
contig_1	636101	637111	-	CNGMIB_00679	34.9	6.4	PF01078.27|Mg_chelatase, PF05362.19|Lon_C, PF13541.12|ChlI	PFAM:PF01078.27, PFAM:PF05362.19, PFAM:PF13541.12
contig_1	638652	638780	+	CNGMIB_00683	4.5	10.3		
contig_1	638804	639016	+	CNGMIB_00684	7.5	6.0		
contig_1	639006	639359	+	CNGMIB_00685	13.0	9.7		
contig_1	639412	639585	-	CNGMIB_00686	6.6	10.3		
contig_1	640802	641011	-	CNGMIB_00688	8.0	5.9	PF02910.25|Succ_DH_flav_C	PFAM:PF02910.25
contig_1	645177	645578	-	CNGMIB_00693	14.4	4.6	PF01782.24|RimM, PF05239.21|PRC, PF24986.1|PRC_RimM	PFAM:PF01782.24, PFAM:PF05239.21, PFAM:PF24986.1
contig_1	646662	649355	-	CNGMIB_00696	96.3	8.1	PF00448.28|SRP54, PF01979.26|Amidohydro_1, PF02881.24|SRP54_N, PF02978.25|SRP_SPB	PFAM:PF00448.28, PFAM:PF01979.26, PFAM:PF02881.24, PFAM:PF02978.25
contig_1	649481	650635	-	CNGMIB_00697	40.0	4.8	PF00448.28|SRP54, PF02881.24|SRP54_N	PFAM:PF00448.28, PFAM:PF02881.24
contig_1	650772	654548	-	CNGMIB_00698	136.1	5.9	PF02463.25|SMC_N, PF06470.18|SMC_hinge, PF13175.12|AAA_15, PF13304.12|AAA_21, PF13476.12|AAA_23, PF13555.12|AAA_29	PFAM:PF02463.25, PFAM:PF06470.18, PFAM:PF13175.12, PFAM:PF13304.12, PFAM:PF13476.12, PFAM:PF13555.12
contig_1	654586	654744	-	CNGMIB_00699	5.9	9.5	PF04138.20|GtrA_DPMS_TM	PFAM:PF04138.20
contig_1	654702	655199	-	CNGMIB_00700	18.0	11.5	PF04138.20|GtrA_DPMS_TM	PFAM:PF04138.20
contig_1	659110	659535	+	CNGMIB_00707	15.8	11.7		
contig_1	659501	660463	-	CNGMIB_00708	34.4	5.3	PF00271.37|Helicase_C, PF19833.4|RecG_dom3_C	PFAM:PF00271.37, PFAM:PF19833.4
contig_1	660439	661779	-	CNGMIB_00709	48.7	9.7	PF00270.35|DEAD, PF17191.10|RecG_wedge	PFAM:PF00270.35, PFAM:PF17191.10
contig_1	662256	663821	-	CNGMIB_00711	56.7	8.7	PF00753.33|Lactamase_B, PF12706.13|Lactamase_B_2, PF22505.1|RNase_J_b_CASP	PFAM:PF00753.33, PFAM:PF12706.13, PFAM:PF22505.1
contig_1	664067	664555	+	CNGMIB_00712	17.7	4.8		
contig_1	665314	665466	-	CNGMIB_00714	5.3	4.9	PF05173.19|DapB_C	PFAM:PF05173.19
contig_1	672060	672380	-	CNGMIB_00720	10.9	8.1		
contig_1	677545	677742	-	CNGMIB_00724	7.3	11.7		
contig_1	677827	678129	-	CNGMIB_00725	10.3	6.7		
contig_1	678946	679419	-	CNGMIB_00727	17.2	4.9	PF02576.22|RimP_N, PF17384.8|DUF150_C	PFAM:PF02576.22, PFAM:PF17384.8
contig_1	682148	682549	-	CNGMIB_00730	14.9	10.8		
contig_1	682634	683095	-	CNGMIB_00731	17.2	6.3		
contig_1	683095	683475	-	CNGMIB_00732	13.6	6.6		
contig_1	686118	686579	-	CNGMIB_00735	17.3	6.1		
contig_1	686560	687252	-	CNGMIB_00736	25.3	9.0		
contig_1	688663	688974	-	CNGMIB_00739	11.6	4.7		
contig_1	688974	689480	-	CNGMIB_00740	17.7	5.4		
contig_1	690467	691444	-	CNGMIB_00742	35.6	5.1		
contig_1	691988	692920	+	CNGMIB_00743	31.9	7.2	PF01551.29|Peptidase_M23	PFAM:PF01551.29
contig_1	694038	694652	+	CNGMIB_00745	22.2	7.6	PF01327.26|Pep_deformylase	PFAM:PF01327.26
contig_1	694690	695139	-	CNGMIB_00746	15.7	9.3		
contig_1	695124	698969	-	CNGMIB_00747	142.3	9.3	PF00270.35|DEAD, PF12008.13|EcoR124_C, PF22679.2|T1R_D3-like	PFAM:PF00270.35, PFAM:PF12008.13, PFAM:PF22679.2
contig_1	702755	703648	-	CNGMIB_00751	32.4	5.5	PF22435.1|MRM3-like_sub_bind	PFAM:PF22435.1
contig_1	705861	706610	+	CNGMIB_00754	26.2	5.8		SO:0001217, UniRef:UniRef50_D7GEM3
contig_1	710090	710710	-	CNGMIB_00759	22.0	4.4	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
contig_1	711092	711688	-	CNGMIB_00760	21.1	10.1	PF00005.33|ABC_tran	PFAM:PF00005.33
contig_1	713795	713968	+	CNGMIB_00764	5.7	10.1		
contig_1	715199	715558	-	CNGMIB_00767	13.4	4.8	PF01458.23|SUFBD_core	PFAM:PF01458.23
contig_1	715537	716004	-	CNGMIB_00768	16.9	7.0	PF01458.23|SUFBD_core	PFAM:PF01458.23
contig_1	715962	716414	-	CNGMIB_00769	16.1	4.6		
contig_1	719966	720709	+	CNGMIB_00774	26.3	9.9		
contig_1	724125	726494	+	CNGMIB_00778	86.9	6.5	PF00479.28|G6PD_N, PF02781.21|G6PD_C, PF10128.15|OpcA_G6PD_assem, PF20171.3|OpcA_G6PD_C	PFAM:PF00479.28, PFAM:PF02781.21, PFAM:PF10128.15, PFAM:PF20171.3
contig_1	726449	726655	+	CNGMIB_00779	7.7	6.2	PF20171.3|OpcA_G6PD_C	PFAM:PF20171.3
contig_1	729474	730535	-	CNGMIB_00784	38.0	10.2	PF00162.24|PGK	PFAM:PF00162.24
contig_1	731817	732035	-	CNGMIB_00786	7.8	6.0		
contig_1	732056	732661	-	CNGMIB_00787	20.4	11.1		
contig_1	732778	732981	+	CNGMIB_00788	6.8	12.0		
contig_1	733981	734328	-	CNGMIB_00790	12.5	8.4	PF02650.20|HTH_WhiA	PFAM:PF02650.20
contig_1	737023	737508	-	CNGMIB_00793	17.3	5.9	PF00633.29|HHH, PF08459.17|UvrC_RNaseH_dom, PF12826.13|HHH_2, PF14520.12|HHH_5	PFAM:PF00633.29, PFAM:PF08459.17, PFAM:PF12826.13, PFAM:PF14520.12
contig_1	737528	737764	-	CNGMIB_00794	9.0	10.5	PF08459.17|UvrC_RNaseH_dom	PFAM:PF08459.17
contig_1	737740	739014	-	CNGMIB_00795	48.2	9.1	PF01541.30|GIY-YIG, PF22920.2|UvrC_RNaseH	PFAM:PF01541.30, PFAM:PF22920.2
contig_1	742583	743275	+	CNGMIB_00799	24.8	9.1		
contig_1	748460	749647	-	CNGMIB_00804	42.7	9.8		
contig_1	751995	752273	-	CNGMIB_00807	10.2	5.5	PF01121.26|CoaE	PFAM:PF01121.26
contig_1	764429	764974	-	CNGMIB_00817	19.2	6.6		
contig_1	765577	766533	-	CNGMIB_00819	34.8	4.8		
contig_1	766669	766962	-	CNGMIB_00820	10.9	10.9		
contig_1	766956	767486	-	CNGMIB_00821	19.0	4.7		
contig_1	768435	769289	-	CNGMIB_00823	29.9	4.4	PF00091.31|Tubulin, PF12327.13|FtsZ_C	PFAM:PF00091.31, PFAM:PF12327.13
contig_1	769301	769675	-	CNGMIB_00824	12.4	4.7	PF00091.31|Tubulin	PFAM:PF00091.31
contig_1	770621	770875	-	CNGMIB_00826	8.9	5.7		
contig_1	770824	771264	-	CNGMIB_00827	16.4	10.6	PF02875.26|Mur_ligase_C	PFAM:PF02875.26
contig_1	771227	772060	-	CNGMIB_00828	29.4	6.2	PF01225.30|Mur_ligase, PF08245.18|Mur_ligase_M	PFAM:PF01225.30, PFAM:PF08245.18
contig_1	772057	772530	-	CNGMIB_00829	16.3	4.7	PF04101.22|Glyco_tran_28_C	PFAM:PF04101.22
contig_1	772517	773155	-	CNGMIB_00830	22.2	11.2		
contig_1	773155	773490	-	CNGMIB_00831	11.7	11.3		
contig_1	773499	773606	-	CNGMIB_00832	3.8	4.8		
contig_1	773582	774418	-	CNGMIB_00833	29.1	9.7		
contig_1	777165	777638	-	CNGMIB_00836	16.4	5.4	PF02875.26|Mur_ligase_C	PFAM:PF02875.26
contig_1	777602	778648	-	CNGMIB_00837	35.3	6.4	PF01225.30|Mur_ligase, PF08245.18|Mur_ligase_M	PFAM:PF01225.30, PFAM:PF08245.18
contig_1	780239	780697	-	CNGMIB_00839	16.1	5.0	PF00905.27|Transpeptidase	PFAM:PF00905.27
contig_1	780992	782299	-	CNGMIB_00840	45.4	9.6	PF00905.27|Transpeptidase, PF03717.20|PBP_dimer	PFAM:PF00905.27, PFAM:PF03717.20
contig_1	782765	783838	-	CNGMIB_00842	39.1	10.4		
contig_1	785098	785832	-	CNGMIB_00845	26.3	9.0	PF11799.13|IMS_C, PF21999.2|IMS_HHH_1	PFAM:PF11799.13, PFAM:PF21999.2
contig_1	785775	786338	-	CNGMIB_00846	20.4	8.4		
contig_1	786365	786613	-	CNGMIB_00847	8.6	11.2		
contig_1	789996	790397	-	CNGMIB_00849	14.9	5.7	PF20114.4|DUF6504	PFAM:PF20114.4
contig_1	793762	794832	+	CNGMIB_00852	37.5	5.1	PF00348.22|polyprenyl_synt	PFAM:PF00348.22
contig_1	797269	797478	+	CNGMIB_00854	7.2	10.0		
contig_1	797475	798191	+	CNGMIB_00855	24.8	11.3	PF00892.27|EamA	PFAM:PF00892.27
contig_1	801405	801995	-	CNGMIB_00859	21.2	6.2		
contig_1	802091	802273	+	CNGMIB_00860	6.5	11.0		
contig_1	803750	804019	+	CNGMIB_00862	9.7	4.4	PF01037.27|AsnC_trans_reg	PFAM:PF01037.27
contig_1	807383	808051	+	CNGMIB_00866	23.9	11.2		SO:0001217, UniRef:UniRef50_D7GEW7
contig_1	808100	808759	+	CNGMIB_00867	22.8	8.8		
contig_1	808899	809324	+	CNGMIB_00868	14.7	9.5		
contig_1	809697	810413	-	CNGMIB_00869	25.2	7.8	PF00591.27|Glycos_transf_3, PF02885.22|Glycos_trans_3N	PFAM:PF00591.27, PFAM:PF02885.22
contig_1	813260	813583	-	CNGMIB_00873	11.4	5.4		
contig_1	813645	814193	-	CNGMIB_00874	18.9	10.1		
contig_1	814351	815277	-	CNGMIB_00875	33.9	10.3		
contig_1	819975	820448	+	CNGMIB_00879	17.0	10.0		
contig_1	820474	820746	+	CNGMIB_00880	10.3	10.3		
contig_1	824451	825041	+	CNGMIB_00883	19.4	6.2		
contig_1	825131	825349	+	CNGMIB_00884	7.8	9.0	PF00440.29|TetR_N	PFAM:PF00440.29
contig_1	825346	825711	+	CNGMIB_00885	12.4	4.7	PF02909.22|TetR_C_1	PFAM:PF02909.22
contig_1	825731	826360	-	CNGMIB_00886	22.2	11.4	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
contig_1	826308	826544	-	CNGMIB_00887	8.1	12.0		
contig_1	827184	829505	-	CNGMIB_00889	84.2	9.9	PF03710.21|GlnE	PFAM:PF03710.21
contig_1	829747	830391	+	CNGMIB_00890	22.5	7.8	PF17844.6|SCP_3	PFAM:PF17844.6
contig_1	832080	832244	+	CNGMIB_00892	5.5	4.1		
contig_1	833045	833251	+	CNGMIB_00894	6.7	4.1		
contig_1	839886	840635	-	CNGMIB_00902	26.8	5.3	PF02896.24|PEP-utilizers_C, PF03328.21|HpcH_HpaI	PFAM:PF02896.24, PFAM:PF03328.21
contig_1	842203	842766	+	CNGMIB_00904	21.2	4.7		
contig_1	846730	847872	-	CNGMIB_00909	41.7	6.5		
contig_1	849588	849980	-	CNGMIB_00912	13.8	4.7		
contig_1	850003	850308	-	CNGMIB_00913	10.5	8.0		
contig_1	850302	851450	-	CNGMIB_00914	39.1	10.2		
contig_1	851542	852030	-	CNGMIB_00915	17.7	4.6		
contig_1	851994	852377	-	CNGMIB_00916	14.3	9.4		
contig_1	855595	856704	-	CNGMIB_00920	39.1	8.3	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
contig_1	856658	856834	-	CNGMIB_00921	6.7	4.5		
contig_1	859906	860352	+	CNGMIB_00924	17.2	5.8		SO:0001217, UniRef:UniRef50_D7GF18
contig_1	861421	861948	+	CNGMIB_00926	19.2	5.4	PF00206.25|Lyase_1, PF10415.14|FumaraseC_C	PFAM:PF00206.25, PFAM:PF10415.14
contig_1	863212	863622	+	CNGMIB_00928	14.7	5.6	PF00206.25|Lyase_1, PF10415.14|FumaraseC_C	PFAM:PF00206.25, PFAM:PF10415.14
contig_1	865049	865213	+	CNGMIB_00930	6.2	4.8		
contig_1	865488	865670	-	CNGMIB_00931	6.2	5.1		
contig_1	865701	866489	+	CNGMIB_00932	27.7	6.1		
contig_1	866716	867213	-	CNGMIB_00933	17.2	10.2		
contig_1	867168	867920	-	CNGMIB_00934	26.7	9.7		
contig_1	867917	868549	-	CNGMIB_00935	22.7	8.9	PF01047.28|MarR, PF13463.12|HTH_27	PFAM:PF01047.28, PFAM:PF13463.12
contig_1	872146	872388	-	CNGMIB_00940	8.7	11.1		
contig_1	873851	874675	+	CNGMIB_00942	28.7	9.5		
contig_1	874648	874818	+	CNGMIB_00943	6.0	4.7		
contig_1	875038	875733	+	CNGMIB_00944	24.7	8.0		
contig_1	875673	876005	+	CNGMIB_00945	11.6	4.5		
contig_1	876018	876242	+	CNGMIB_00946	8.5	11.1		
contig_1	877269	877619	-	CNGMIB_00948	12.0	11.5		
contig_1	878704	879102	-	CNGMIB_00950	14.4	5.3		
contig_1	880757	882421	+	CNGMIB_00952	56.3	11.5		
contig_1	882441	882656	-	CNGMIB_00953	7.1	5.4		
contig_1	882693	883862	-	CNGMIB_00954	41.3	11.4		
contig_1	885053	885727	+	CNGMIB_00956	23.8	5.9	PF02554.20|CstA	PFAM:PF02554.20
contig_1	885727	886323	+	CNGMIB_00957	22.1	9.1	PF02554.20|CstA	PFAM:PF02554.20
contig_1	886313	886528	+	CNGMIB_00958	8.6	5.6		
contig_1	887522	887878	+	CNGMIB_00960	12.2	5.7		
contig_1	887869	888603	+	CNGMIB_00961	24.5	10.0		
contig_1	888925	889356	+	CNGMIB_00962	14.7	11.7		
contig_1	889324	889881	-	CNGMIB_00963	19.8	5.2	PF00899.27|ThiF	PFAM:PF00899.27
contig_1	891398	892204	-	CNGMIB_00966	28.3	4.9	PF00070.33|Pyr_redox, PF01266.30|DAO, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF00070.33, PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13450.12
contig_1	893540	893713	+	CNGMIB_00968	5.8	4.2		
contig_1	896144	897883	+	CNGMIB_00971	62.5	8.4	PF01266.30|DAO, PF07992.20|Pyr_redox_2, PF13450.12|NAD_binding_8	PFAM:PF01266.30, PFAM:PF07992.20, PFAM:PF13450.12
contig_1	897880	898857	+	CNGMIB_00972	34.3	5.1	PF01565.28|FAD_binding_4	PFAM:PF01565.28
contig_1	898809	899411	+	CNGMIB_00973	21.9	4.6	PF02913.24|FAD-oxidase_C	PFAM:PF02913.24
contig_1	907222	907446	-	CNGMIB_00982	7.5	4.1		
contig_1	908234	908791	-	CNGMIB_00983	19.6	5.6		
contig_1	913523	913654	+	CNGMIB_00987	4.9	9.0		
contig_1	915139	916410	-	CNGMIB_00989	45.4	5.1		
contig_1	916560	917909	+	CNGMIB_00990	48.4	5.6		
contig_1	919068	919595	+	CNGMIB_00992	19.8	11.6		
contig_1	919538	919693	+	CNGMIB_00993	5.4	4.2		
contig_1	919657	920244	+	CNGMIB_00994	20.6	5.0		
contig_1	922336	922854	-	CNGMIB_00998	18.9	4.6	PF04266.20|ASCH	PFAM:PF04266.20
contig_1	922892	924928	-	CNGMIB_00999	73.2	5.2	PF04266.20|ASCH	PFAM:PF04266.20
contig_1	924886	925506	-	CNGMIB_01000	22.6	6.3	PF13899.12|Thioredoxin_7	PFAM:PF13899.12
contig_1	925747	926136	-	CNGMIB_01001	15.3	5.3		
contig_1	927905	930382	-	CNGMIB_01004	87.0	9.4		
contig_1	932115	932645	+	CNGMIB_01007	18.7	5.8		
contig_1	932750	933175	-	CNGMIB_01008	14.8	6.6		
contig_1	933574	934188	+	CNGMIB_01009	22.9	4.6	PF00702.32|Hydrolase	PFAM:PF00702.32
contig_1	934716	935171	-	CNGMIB_01011	16.0	9.9		
contig_1	935722	935811	-	CNGMIB_01013	3.1	10.7		
contig_1	935839	936003	-	CNGMIB_01014	6.1	6.1		
contig_1	943542	944357	-	CNGMIB_01022	28.9	7.0	PF00113.28|Enolase_C, PF03952.21|Enolase_N	PFAM:PF00113.28, PFAM:PF03952.21
contig_1	944647	944784	-	CNGMIB_01023	4.9	4.6		
contig_1	944781	945284	-	CNGMIB_01024	18.6	6.8	PF00440.29|TetR_N	PFAM:PF00440.29
contig_1	947042	947599	-	CNGMIB_01027	19.4	5.1		
contig_1	947599	947997	-	CNGMIB_01028	14.6	5.7		
contig_1	948589	949230	-	CNGMIB_01030	22.9	10.1	PF04977.20|DivIC	PFAM:PF04977.20
contig_1	951582	952100	-	CNGMIB_01033	17.9	6.6		
contig_1	954354	955916	-	CNGMIB_01035	55.7	4.5	PF17757.6|UvrB_inter	PFAM:PF17757.6
contig_1	955995	956360	-	CNGMIB_01036	12.7	4.8		
contig_1	956428	956820	-	CNGMIB_01037	14.3	6.5	PF01195.25|Pept_tRNA_hydro	PFAM:PF01195.25
contig_1	956789	957016	-	CNGMIB_01038	8.0	10.5	PF01195.25|Pept_tRNA_hydro	PFAM:PF01195.25
contig_1	958261	958677	-	CNGMIB_01040	14.8	5.4	PF00156.33|Pribosyltran, PF14572.12|Pribosyl_synth	PFAM:PF00156.33, PFAM:PF14572.12
contig_1	958623	959255	-	CNGMIB_01041	23.3	9.1	PF13793.12|Pribosyltran_N	PFAM:PF13793.12
contig_1	961166	961738	-	CNGMIB_01044	20.5	10.4		
contig_1	961795	962310	+	CNGMIB_01045	19.0	5.5	PF00185.30|OTCace	PFAM:PF00185.30
contig_1	963249	964226	-	CNGMIB_01047	34.2	6.8	PF00288.32|GHMP_kinases_N	PFAM:PF00288.32
contig_1	967502	969679	-	CNGMIB_01051	76.4	8.7	PF14498.12|Glyco_hyd_65N_2, PF22124.2|Glyco_hydro_95_cat	PFAM:PF14498.12, PFAM:PF22124.2
contig_1	971575	972288	+	CNGMIB_01053	25.7	11.6		
contig_1	972273	972638	+	CNGMIB_01054	13.4	7.9	PF02698.23|DUF218	PFAM:PF02698.23
contig_1	974339	974860	-	CNGMIB_01056	18.5	4.5		
contig_1	975124	975774	+	CNGMIB_01057	22.2	5.4	PF00288.32|GHMP_kinases_N, PF10509.15|GalKase_gal_bdg	PFAM:PF00288.32, PFAM:PF10509.15
contig_1	975723	976319	+	CNGMIB_01058	21.2	6.1	PF08544.19|GHMP_kinases_C	PFAM:PF08544.19
contig_1	976476	977009	+	CNGMIB_01059	19.4	6.8	PF00582.32|Usp	PFAM:PF00582.32
contig_1	977419	977805	+	CNGMIB_01061	13.0	10.6		
contig_1	977865	978338	+	CNGMIB_01062	17.2	5.7	PF13508.13|Acetyltransf_7, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13673.13
contig_1	981577	982137	+	CNGMIB_01065	20.5	8.1	PF00440.29|TetR_N	PFAM:PF00440.29
contig_1	986633	987040	-	CNGMIB_01071	14.2	11.2	PF01551.29|Peptidase_M23	PFAM:PF01551.29
contig_1	987276	988229	+	CNGMIB_01072	35.4	5.7	PF13676.11|TIR_2	PFAM:PF13676.11, SO:0001217, UniRef:UniRef50_A0A375Z505
contig_1	989326	989535	-	CNGMIB_01073	7.2	8.0		
contig_1	989583	990362	-	CNGMIB_01074	27.0	10.9		SO:0001217, UniRef:UniRef50_D7GFH2
contig_1	992519	993082	+	CNGMIB_01077	20.4	9.9		SO:0001217, UniRef:UniRef50_A0A087CJ67
contig_1	993129	993680	+	CNGMIB_01078	20.2	10.8		
contig_1	994709	994999	-	CNGMIB_01079	10.5	11.2		
contig_1	999033	999851	-	CNGMIB_01083	27.1	5.5	PF00089.32|Trypsin, PF00595.29|PDZ, PF13180.12|PDZ_2, PF13365.12|Trypsin_2, PF17820.7|PDZ_6	PFAM:PF00089.32, PFAM:PF00595.29, PFAM:PF13180.12, PFAM:PF13365.12, PFAM:PF17820.7
contig_1	999950	1000168	+	CNGMIB_01084	7.6	4.5		
contig_1	1000185	1000403	-	CNGMIB_01085	7.8	10.9	PF03729.18|DUF308	PFAM:PF03729.18
contig_1	1000475	1000705	-	CNGMIB_01086	8.5	9.5	PF03729.18|DUF308	PFAM:PF03729.18
contig_1	1003627	1005201	+	CNGMIB_01090	57.3	6.2	PF00004.35|AAA, PF17871.7|AAA_lid_9	PFAM:PF00004.35, PFAM:PF17871.7
contig_1	1006420	1007154	-	CNGMIB_01092	26.4	4.9		SO:0001217, UniRef:UniRef50_D7GFJ1
contig_1	1008044	1008289	+	CNGMIB_01094	8.7	4.9		
contig_1	1011435	1012280	-	CNGMIB_01098	29.2	4.6	PF00994.29|MoCF_biosynth, PF03454.20|MoeA_C	PFAM:PF00994.29, PFAM:PF03454.20
contig_1	1015344	1015754	-	CNGMIB_01103	14.4	5.3		
contig_1	1017693	1018025	+	CNGMIB_01106	11.9	4.7		
contig_1	1019749	1020108	+	CNGMIB_01109	13.8	4.8		SO:0001217, UniRef:UniRef50_A0A0R1EXN8
contig_1	1020273	1020608	-	CNGMIB_01110	12.2	4.2	PF00085.26|Thioredoxin, PF13098.12|Thioredoxin_2, PF13905.12|Thioredoxin_8	PFAM:PF00085.26, PFAM:PF13098.12, PFAM:PF13905.12
contig_1	1022741	1023124	-	CNGMIB_01113	12.5	12.0		
contig_1	1023285	1023641	-	CNGMIB_01114	12.9	8.2		
contig_1	1023593	1024453	-	CNGMIB_01115	30.6	11.2		
contig_1	1024450	1024845	-	CNGMIB_01116	13.3	6.7		
contig_1	1024891	1025232	+	CNGMIB_01117	12.1	10.1		
contig_1	1025310	1026089	-	CNGMIB_01118	27.7	4.7		
contig_1	1026675	1026998	-	CNGMIB_01120	10.1	11.6		
contig_1	1027394	1027732	+	CNGMIB_01121	12.0	9.1		
contig_1	1027729	1029120	+	CNGMIB_01122	49.2	10.7		
contig_1	1029120	1030049	+	CNGMIB_01123	32.1	4.9	PF13625.11|Helicase_C_3	PFAM:PF13625.11
contig_1	1032729	1032860	-	CNGMIB_01126	4.5	5.6		
contig_1	1046924	1047271	+	CNGMIB_01135	11.9	8.5		
contig_1	1049993	1051309	+	CNGMIB_01139	45.7	5.9		
contig_1	1051255	1052322	+	CNGMIB_01140	38.3	6.2		
contig_1	1052442	1054130	-	CNGMIB_01141	60.2	6.9	PF02254.24|TrkA_N	PFAM:PF02254.24
contig_1	1055590	1056306	-	CNGMIB_01144	26.3	10.0	PF09335.16|VTT_dom	PFAM:PF09335.16
contig_1	1058069	1058878	+	CNGMIB_01146	28.8	5.9	PF03315.21|SDH_beta	PFAM:PF03315.21
contig_1	1063828	1064229	-	CNGMIB_01151	14.0	4.5		
contig_1	1071213	1072253	+	CNGMIB_01157	38.1	5.0	PF00133.28|tRNA-synt_1, PF01406.26|tRNA-synt_1e, PF09190.17|DALR_2, PF23493.1|CysS_C	PFAM:PF00133.28, PFAM:PF01406.26, PFAM:PF09190.17, PFAM:PF23493.1
contig_1	1077914	1079371	+	CNGMIB_01162	53.5	9.0	PF00464.25|SHMT	PFAM:PF00464.25
contig_1	1087327	1087962	-	CNGMIB_01172	21.5	4.9	PF00364.28|Biotin_lipoyl, PF13533.12|Biotin_lipoyl_2	PFAM:PF00364.28, PFAM:PF13533.12
contig_1	1091354	1091722	-	CNGMIB_01175	13.0	4.5		
contig_1	1093565	1093843	+	CNGMIB_01178	9.4	6.8		
contig_1	1093840	1095024	+	CNGMIB_01179	41.5	11.0		
contig_1	1095056	1095304	-	CNGMIB_01180	8.8	8.9	PF00490.27|ALAD	PFAM:PF00490.27
contig_1	1095400	1095891	-	CNGMIB_01181	17.0	4.6	PF00490.27|ALAD	PFAM:PF00490.27
contig_1	1099856	1101823	-	CNGMIB_01185	70.4	10.5	PF01208.23|URO-D	PFAM:PF01208.23
contig_1	1102749	1103840	-	CNGMIB_01187	38.5	5.4	PF00745.25|GlutR_dimer, PF05201.20|GlutR_N	PFAM:PF00745.25, PFAM:PF05201.20
